numeroControlePncpCompra,codigoPaisFornecedor,dataAtualizacao,orgaoEntidade,dataAssinatura,dataVigenciaInicio,dataVigenciaFim,niFornecedor,tipoPessoa,processo,orgaoSubRogado,unidadeOrgao,unidadeSubRogada,nomeRazaoSocialFornecedor,informacaoComplementar,numeroContratoEmpenho,categoriaProcesso,anoContrato,tipoContrato,sequencialContrato,dataPublicacaoPncp,niFornecedorSubContratado,nomeFornecedorSubContratado,dataAtualizacaoGlobal,numeroControlePNCP,receita,numeroParcelas,numeroRetificacao,tipoPessoaSubContratada,objetoContrato,valorInicial,valorParcela,valorGlobal,valorAcumulado,identificadorCipi,urlCipi,usuarioNome
37115383000153-1-000101/2025,BRA,2025-09-03T14:41:19,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-07-25,2025-07-25,2025-12-31,29300259000130,PJ,48340.002828/2025-34,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,DLS TREINAMENTOS LTDA,,2025NE000046,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",29,2025-09-03T14:41:19,,,2025-09-03T14:45:31,37115383000153-2-000029/2025,False,1,0,,SEMINÁRIO DE GESTÃO PATRIMONIAL,8046.0,8046.0,8046.0,,,,Contratos.gov.br
37115383000153-1-000099/2025,BRA,2025-11-14T10:53:42,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-09-10,2025-09-16,2027-09-16,08247960000162,PJ,48340.001908/2025-72,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,REAL JG FACILITIES S/A,,00021,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",30,2025-09-11T14:24:37,,,2025-11-14T10:56:14,37115383000153-2-000030/2025,False,24,2,,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE LIMPEZA, CONSERVAÇÃO, HIGIENIZAÇÃO E ASSEIO, BEM COMO SERVIÇOS DE JARDINAGEM, LAVAGEM DE VEÍCULOS OFICIAIS E CARREGADOR DE MÓVEIS, COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, COM FORNECIMENTO DE TODOS OS MATERIAIS, INSUMOS E DEMAIS PRODUTOS DE LIMPEZA (SOB DEMANDA), EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS UTILIZADOS NA PRESTAÇÃO DOS SERVIÇOS, ALÉM DE UNIFORMES PARA OS EMPREGADOS, PARA ATENDIMENTO DO MINISTÉRIO DE MINAS E ENERGIA, EM BRASÍLIA/DF, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL/ANEXOS DO PREGÃO ELETRÔNICO Nº 90265/2025.",6479999.52,269999.98,6479999.52,,,,Contratos.gov.br
37115383000153-1-000133/2025,BRA,2025-09-26T15:31:06,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-09-15,2025-09-15,2025-12-31,00398099000121,PJ,48360.000223/2025-71,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,ASSOCIACAO BRASILEIRA DE ORCAMENTO PUBLICO,,2025NE000052,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",31,2025-09-26T15:31:06,,,2025-09-26T15:31:06,37115383000153-2-000031/2025,False,1,0,,"VALOR EMPENHADO PARA ATENDER AS DESPESAS COM A REALIZACAO DE TREINAMENTO E APERFEICOAMENTO DE SERVIDOR DO MINISTERIO DE MINAS E ENERGIA NO CURSO 13 CURSO DE CONFORMIDADES DE REGISTRO DE GESTAO E CONTABIL, EMPENHO E SUAS PECULIARIDADES, CONFORME AS CONDICOES PREVISTAS NO TERMO DE REFERENCIA - SEI 1111425.",2500.0,2500.0,2500.0,,,,Contratos.gov.br
37115383000153-1-000091/2025,BRA,2025-09-03T14:14:08,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-06-30,2025-06-30,2025-12-31,29300259000130,PJ,48340.002828/2025-34,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,DLS TREINAMENTOS LTDA,,2025NE000044,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",28,2025-09-03T14:14:08,,,2025-09-03T14:34:52,37115383000153-2-000028/2025,False,1,0,,SEMINÁRIO DE GESTÃO PATRIMONIAL PÚBLICA,4560.0,4560.0,4560.0,,,,Contratos.gov.br
37115383000153-1-000089/2025,BRA,2025-11-24T08:54:50,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-09-26,2025-10-01,2028-10-01,11349160000167,PJ,48340.001117/2025-42,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,VIPPIM SEGURANCA E VIGILANCIA LTDA,,00022,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",32,2025-09-29T10:37:56,,,2025-11-24T08:56:09,37115383000153-2-000032/2025,False,36,0,,"CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE VIGILÂNCIA DESARMADA DE ARMA LETAL, PATRIMONIAL, DIUTURNAMENTE (PERÍODOS DIURNO E NOTURNO), A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, COM A DISPONIBILIZAÇÃO DE TRABALHADORES DAS CATEGORIAS DE VIGILANTE E SUPERVISOR, EM LOTE ÚNICO, COM FORNECIMENTO DOS MATERIAIS ACESSÓRIOS, PARA ATENDER AS NECESSIDADES DO MINISTÉRIO DE MINAS E ENERGIA, SEDIADO NO BLOCO “U” DA ESPLANADA DOS MINISTÉRIOS, EM BRASÍLIA/DF, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.",8603838.49,238995.5136,8603838.49,,,,Contratos.gov.br
37115383000153-1-000130/2025,BRA,2025-10-10T10:07:05,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-01,2025-10-12,2027-10-12,10719671000160,PJ,48340.003041/2025-90,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,ELDEX DISTRIBUIDORA DE JORNAIS E REVISTAS LTDA,,00023,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",33,2025-10-09T09:51:48,,,2025-10-10T10:07:05,37115383000153-2-000033/2025,False,24,0,,"CONTRATAÇÃO DE SERVIÇOS COMUNS DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTÍNUO PARA FORNECIMENTO DE ASSINATURAS ELETRÔNICAS DE JORNAIS, REVISTAS E SITES, NA VERSÃO DIGITAL, DE EDIÇÕES E PUBLICAÇÕES NACIONAIS E INTERNACIONAIS, TODOS OS DIAS DA SEMANA, INCLUSIVE NOS FERIADOS, EM LOTE DENOMINADO DE GRUPO 1, PARA ATENDER AS NECESSIDADES DO MINISTÉRIO DE MINAS E ENERGIA, EM BRASÍLIA/DF, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.",21096.0,879.0,21096.0,,,,Contratos.gov.br
37115383000153-1-000130/2025,BRA,2025-10-10T09:58:17,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-03,2025-10-12,2027-10-12,97528702000184,PJ,48340.003041/2025-90,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,ATUAL SERVICOS E COMUNICACAO LTDA,,00024,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",34,2025-10-09T10:02:56,,,2025-10-10T09:58:17,37115383000153-2-000034/2025,False,24,0,,"CONTRATAÇÃO DE SERVIÇOS COMUNS DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTÍNUO PARA FORNECIMENTO DE ASSINATURAS ELETRÔNICAS DE JORNAIS, REVISTAS E SITES, NA VERSÃO DIGITAL, DE EDIÇÕES E PUBLICAÇÕES NACIONAIS E INTERNACIONAIS, TODOS OS DIAS DA SEMANA, INCLUSIVE NOS FERIADOS, EM LOTE DENOMINADO DE GRUPO 2, PARA ATENDER AS NECESSIDADES DO MINISTÉRIO DE MINAS E ENERGIA, EM BRASÍLIA/DF, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.",18240.0,760.0,18240.0,,,,Contratos.gov.br
37115383000153-1-000160/2025,BRA,2025-10-24T15:04:35,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-21,2025-10-21,2030-10-20,00360305000104,PJ,48380.000178/2025-16,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320017', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'SEC. DE PETROLEO,GAS NATURAL E COMBUS. RENOV.', 'codigoIbge': '5300108'}",,CAIXA ECONOMICA FEDERAL,,00025,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",35,2025-10-24T14:48:45,,,2025-10-24T15:04:35,37115383000153-2-000035/2025,False,1,1,,"CONTRATAÇÃO DA CAIXA ECONÔMICA FEDERAL – CAIXA, PARA A EXECUÇÃO OPERACIONAL DE SERVIÇOS DO PROGRAMA GÁS DO POVO, POR MEIO DA MODALIDADE DE GRATUIDADE, DE QUE TRATA O ART. 1º-A, INCISO II, DA LEI Nº. 14.237/2021, ALTERADA PELA MP Nº 1.313, DE 04/09/2025, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.",6219960.0,6219960.0,6219960.0,,,,Contratos.gov.br
37115383000153-1-000105/2025,BRA,2025-10-30T10:52:13,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-28,2025-10-30,2028-10-30,29846409000105,PJ,48340.002513/2025-97,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,INSTITUTO SOCIAL SE LIGA,,00026,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",36,2025-10-29T09:43:30,,,2025-10-30T10:52:13,37115383000153-2-000036/2025,False,36,0,,"CONTRATAÇÃO DE SERVIÇOS DE RECEPÇÃO, DE FORMA CONTÍNUA, COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, COM A DISPONIBILIZAÇÃO DE TRABALHADORES DAS CATEGORIAS DE RECEPCIONISTA E ENCARREGADO GERAL, EM LOTE ÚNICO, COM FORNECIMENTO DOS MATERIAIS ACESSÓRIOS, PARA ATENDER AS NECESSIDADES DO MINISTÉRIO DE MINAS E ENERGIA, SEDIADO NO BLOCO “U” DA ESPLANADA DOS MINISTÉRIOS, EM BRASÍLIA/DF, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS",5304415.35,147344.8708,5304415.35,,,,Contratos.gov.br
37115383000153-1-000169/2025,BRA,2025-11-18T08:54:24,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-31,2025-10-31,2027-10-31,02593165000140,PJ,48330.000186/2024-77,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.,,00027,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",37,2025-11-03T11:34:07,,,2025-11-18T08:55:42,37115383000153-2-000037/2025,False,24,5,,"CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, PARA PROGNÓSTICOS E ACONSELHAMENTO ESTRATÉGICO, TÁTICO E OPERACIONAL NA ÁREA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO E LICENÇAS PARA ACESSO ÀS BASES DE CONHECIMENTO DE PESQUISAS ESPECIALIZADAS EM TIC, POR INEXIGIBILIDADE DE LICITAÇÃO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.",1724600.0,71858.3333,1724600.0,,,,Contratos.gov.br
37115383000153-1-000149/2025,BRA,2025-11-04T14:15:36,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-09,2025-10-09,2025-12-31,03157626000102,PJ,48340.004956/2025-12,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,FORTE GRAFICA E EDITORA LTDA,,2025NE000161,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",38,2025-11-04T14:15:36,,,2025-11-04T14:15:36,37115383000153-2-000038/2025,False,1,0,,"PRESTACAO DE SERVICOS DE GRAFICA RAPIDA, PARA IMPRESSAO DE 900 (NOVECENTOS) EXEMPLARESDE LIVRO INSTITUCIONAL EM LINGUA INGLESA, EM DEMANDA UNICA. DISPENSA 276/2025.",24840.0,24840.0,24840.0,,,,Contratos.gov.br
37115383000153-1-000157/2025,BRA,2025-11-24T18:35:18,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-20,2025-10-20,2025-12-31,05025586000162,PJ,48340.004978/2025-82,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,"ENE TREINAMENTOS, CURSOS E EVENTOS LTDA",,2025NE000055,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",41,2025-11-24T18:35:18,,,2025-11-24T18:38:50,37115383000153-2-000041/2025,False,1,0,,"CONTRATACAO DA PALESTRANTE CAROL PORTILHO, POR INTERMEDIO DA EMPRESA N PRODUCOES, INSCRITA SOB O CNPJ :
05.025.586/0001-62, PARA REALIZACAO DE PALESTRA MOTIVACIONAL NA SEMANA DO SERVIDOR.",57900.0,57900.0,57900.0,,,,Contratos.gov.br
37115383000153-1-000157/2025,BRA,2025-11-24T18:43:55,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-20,2025-10-20,2025-12-31,05025586000162,PJ,48340.004978/2025-82,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,"ENE TREINAMENTOS, CURSOS E EVENTOS LTDA",,2025NE000056,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",42,2025-11-24T18:43:55,,,2025-11-26T15:09:37,37115383000153-2-000042/2025,False,1,0,,"CONTRATACAO DIRETA DA PALESTRANTE CAROL PORTILHO, POR INTERMEDIO DA EMPRESA N PRODUCOES, INSCRITA SOB O CNPJ :
05.025.586/0001-62, PARA REALIZACAO DE PALESTRA MOTIVACIONAL NA SEMANA DO SERVIDOR.",57900.0,57900.0,57900.0,,,,Contratos.gov.br
37115383000153-1-000165/2025,BRA,2025-11-26T16:04:09,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-30,2025-10-30,2025-12-31,37165052000128,PJ,48340.004846/2025-51,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,GD TREINAMENTOS LTDA,,2025NE000057,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",43,2025-11-26T16:04:09,,,2025-11-26T16:07:42,37115383000153-2-000043/2025,False,1,0,,"CURSO SOBRE RETENCOES TRIBUTARIAS E ESCRITURACAO FISCAL NA ADMINISTRACAO PUBLICA. A CAPACITACAO TEM COMO
PUBLICO ALVO OS SERVIDORES E EMPREGADOS PUBLICOS DO MINISTERIO DE MINAS E ENERGIA",20000.0,20000.0,20000.0,,,,Contratos.gov.br
37115383000153-1-000060/2025,BRA,2025-11-07T14:45:25,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-04-30,2025-04-30,2025-12-31,29419181000177,PJ,00740.000186/2025-08,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,INSTITUTO BRASILEIRO DE DIREITO ADMINISTRATIVO - IBDA,,2025NE000040,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",39,2025-11-07T14:45:25,,,2025-11-07T14:52:45,37115383000153-2-000039/2025,False,1,0,,39º CONGRESSO BRASILEIRO DE DIREITO ADMINISTRATIVO,1500.0,1500.0,1500.0,,,,Contratos.gov.br
37115383000153-1-000171/2025,BRA,2025-11-14T12:34:44,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-11-03,2025-11-05,2025-12-31,05025586000162,PJ,48340.005764/2025-23,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,"ENE TREINAMENTOS, CURSOS E EVENTOS LTDA",,2025NE000060,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",40,2025-11-14T12:34:44,,,2025-11-14T13:40:27,37115383000153-2-000040/2025,False,1,0,,9º CONGRESSO EXCELÊNCIA EM GESTÃO E LIDERANÇA,59626.98,59626.98,59626.98,,,,Contratos.gov.br
37115383000153-1-000054/2025,BRA,2025-11-28T12:59:07,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-04-17,2025-04-17,2025-12-31,33641663000144,PJ,48380.000066/2025-65,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,FUNDACAO GETULIO VARGAS,,2025NE000036,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",44,2025-11-28T12:59:07,,,2025-11-28T13:01:17,37115383000153-2-000044/2025,False,1,0,,CURSO : MUDANÇAS CLIMÁTICAS E TRANSIÇÃO ENERGÉTICA,997.6,997.6,997.6,,,,Contratos.gov.br
37115383000153-1-000187/2025,BRA,2025-12-01T12:26:35,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-11-28,2025-12-01,2026-12-31,18738727000136,PJ,48380.000079/2025-34,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320017', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'SEC. DE PETROLEO,GAS NATURAL E COMBUS. RENOV.', 'codigoIbge': '5300108'}",,EMPRESA BRASILEIRA DE ADMINISTRACAO DE PETROLEO E GAS NATURAL SA-PRE-SAL PETROLE,"DISPENSA DE LICITAÇÃO EM OBEDIÊNCIA ÀS NORMAS INSERIDAS NA LEI Nº 12.304/2010, NO DECRETO Nº 8.063/2013 E, SUBSIDIARIAMENTE, NA LEI Nº 14.133/2021.
A REMUNERAÇÃO DA PPSA, NO ÂMBITO DESTE CONTRATO DE REMUNERAÇÃO, SERÁ DESCONTADA DAS RECEITAS REFERENTES À VENDA DO PETRÓLEO DA UNIÃO, NA FORMA DO §  § 2º E 4° DO ART. 4° LEI Nº 12.304/2010.",00029,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",45,2025-12-01T12:26:35,,,2025-12-01T12:26:35,37115383000153-2-000045/2025,False,1,0,,"CONTRATAÇÃO DA EMPRESA BRASILEIRA DE ADMINISTRAÇÃO DE PETRÓLEO E GÁS NATURAL - PPSA PARA A EXECUÇÃO DO SERVIÇO, PRESTADO À UNIÃO, DE GESTÃO DOS CONTRATOS DE PARTILHA DE PRODUÇÃO PARA EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL, PARA REPRESENTAÇÃO DA UNIÃO NOS ACORDOS DE INDIVIDUALIZAÇÃO DA PRODUÇÃO (AIP) E PRÉ-AIPS DOS QUAIS A PPSA SEJA SIGNATÁRIA, E NOS CONTRATOS DE COMERCIALIZAÇÃO CELEBRADOS PELA PPSA PARA A COMERCIALIZAÇÃO DO PETRÓLEO E GÁS NATURAL DA UNIÃO.",372850540.44,372850540.44,372850540.44,,,,Contratos.gov.br
37115383000153-1-000156/2025,BRA,2025-12-11T15:40:34,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-10-13,2025-10-13,2025-12-31,59456779000105,PJ,48340.004649/2025-31,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,INOVARE BRINDES COMERCIO E INDUSTRIA LTDA,,2025NE000164,"{'id': 2, 'nome': 'Compras'}",2025,"{'id': 7, 'nome': 'Empenho'}",47,2025-12-11T15:40:34,,,2025-12-11T15:40:34,37115383000153-2-000047/2025,False,1,0,,FORNECIMENTO DE BOTONS E PERSONALIZADOS EM ALUSAO AO DIA DO SERVIDOR.,27845.0,27845.0,27845.0,,,,Contratos.gov.br
00489828000155-1-000515/2025,BRA,2025-12-12T10:03:42,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-12-11,2025-12-11,2030-12-11,05455684000130,PJ,48340.003957/2023-88,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,CONTROL - TELEINFORMATICA LTDA,,00030,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",48,2025-12-12T10:03:42,,,2025-12-12T10:03:42,37115383000153-2-000048/2025,False,1,0,,"CONTRATAÇÃO DE SERVIÇOS DE LOCAÇÃO DE SISTEMA INTEGRADO DE VIGILÂNCIA ELETRÔNICA, COM FORNECIMENTO DE EQUIPAMENTOS E SOFTWARE, COMPOSTO PELOS CIRCUITO FECHADO DE TELEVISÃO (CFTV), SISTEMA DE CONTROLE DE ACESSO (SCA), COM ELABORAÇÃO DE PROJETO EXECUTIVO, INFRAESTRUTURA, INSTALAÇÃO E MANUTENÇÃO, COM MONITORAMENTO CORRESPONDENTE PELO CONTRATANTE, PARA OS MINISTÉRIO DE MINAS E ENERGIA E MINISTÉRIO DO TURISMO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.",2510806.58,2510806.58,2510806.58,,,,Contratos.gov.br
37115383000153-1-000123/2025,BRA,2025-12-12T16:07:58,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2025-07-23,2025-07-23,2025-12-31,03803317002106,PJ,48340.001958/2025-50,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320005', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'COORD.GERAL DE RECURSOS HUMANOS/M.M.E', 'codigoIbge': '5300108'}",,SERVICO SOCIAL DA INDUSTRIA DEPARTAMENTO REGIONAL DO DISTRITO FEDERAL,,2025NE000049,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 7, 'nome': 'Empenho'}",49,2025-12-12T16:07:58,,,2026-01-12T15:13:12,37115383000153-2-000049/2025,False,1,0,,"CONTRATAÇÃO DE PLATAFORMA DEPLATAFORMA DE GESTAO
DE INDICADORES DE SAUDE MENTAL - MENTIS 360",8500.0,8500.0,8500.0,,,,Contratos.gov.br
